"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"bidirectional_promoter_lncRNA"	"IG_C_gene"	"IG_C_pseudogene"	"IG_J_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"macro_lncRNA"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_pseudogene"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unmapped_reads"	"unprocessed_pseudogene"
"RNA Mausohr 6 - 10min"	0	0.0214812730155981	0.00195862064343404	5.19987781442664e-05	0	0	0	0	1.73329260480888e-05	0.412460085882338	0	29.0163466247795	0.193707003871425	0.184659216474322	0.210057730776788	12.2479944215711	0.000623985337731197	0.00808292118042542	0.0389297519040075	4.30923118708762	0.00308526083655981	0.0294313084296548	1.49290803108995	0.147682307571733	0	0.00044487843523428	23.5142519117784	0.553243888886931	0.000190662186528977	0.00628029687142418	6.93317041923553e-05	0	0	0	0	0.00129996945360666	0.000329325594913688	0.00285415515591863	4.04434941122072e-05	1.53938916110891	1.40453899645478	0.00209728405181875	24.6482585984746	0.008002034192201
"RNA Mausohr 7 - 30min"	6.13186671345281e-06	0.016798248861504	0.00150537327815266	5.82527337778017e-05	0	0	0	1.22637334269056e-05	6.13186671345281e-06	0.432689042768084	0	25.7833406072602	0.224171849243765	0.221657783891249	0.363408146706137	16.3294676512605	0.000410835069801338	0.011889689557385	0.0560268661608183	4.58353970897241	0.00664081165066939	0.0442567480043457	1.56504553907463	0.233305264713452	0	0.000291263668889008	28.1176594848711	0.922953248042133	0.00242821921852731	0.00535925150755776	1.5329666783632e-05	0	0	6.13186671345281e-06	3.0659333567264e-06	0.00128462607646836	0.00034951640266681	0.00296782348931116	3.0659333567264e-05	2.03995248416484	1.60194098108948	0.00198059294844526	17.4200998605154	0.00844051453106779
"RNA Mausohr 8 - 30min"	0	0.0212508374551209	0.00224307904968841	7.00962203027627e-05	0	0	0	0	0	0.45098350449013	0	33.4553526797863	0.196779561562161	0.23954993865023	0.352486632261365	7.91190447224789	0.000471202369813016	0.00941625892733779	0.0466762942527174	4.82996448302402	0.00354764759421205	0.0331009929207491	1.56489032979025	0.166747225396889	0	0.000443942728584164	28.0768151766729	0.943709308170556	0.000346586867052549	0.00611394810418541	1.55769378450584e-05	0	0	1.9471172306323e-05	0	0.00155769378450584	0.000334904163668755	0.00310370486562788	5.84135169189689e-05	1.76543951031092	1.70884849511982	0.00187702101032953	18.1958027317899	0.0100782787857528
"RNA Mausohr 9 - 1h"	0	0.020303302613071	0.0018049480098192	2.83499687406157e-05	0	0	0	2.36249739505131e-06	7.08749218515393e-06	0.45488942342755	0	24.7752077822365	0.204169387377729	0.203900062674693	0.524951646175191	13.6656322944322	0.00048667446338057	0.00995556402274622	0.0742249431577221	4.77116271419671	0.0099272140540056	0.05594157581742	1.82870292112644	0.206921696842964	2.36249739505131e-06	0.000356737106652748	27.9360686469923	1.0503710668346	0.00472026979531252	0.00563928128198748	1.41749843703079e-05	2.36249739505131e-06	0	9.44998958020524e-06	0	0.00150254834325263	0.00043233702329439	0.00403987054553774	9.44998958020524e-06	3.03892528670501	1.86425850692196	0.00155452328594376	19.2744302725313	0.00944290208802009
"Seq Control NL10"	0	0.00632535074069857	0	0.00253014029627943	0	0	0	0	0	0.187230381924678	0	46.6962693081331	0.164459119258163	0.757777018735689	0.79825926347616	2.66423773198224	0.00126507014813971	0	0.0784343491846623	4.77563980922742	0	0.035421964147912	1.45736081065695	0.183435171480259	0	0	11.7018988702924	0.57687198755171	0	0.00126507014813971	0	0	0	0	0	0.00126507014813971	0.00506028059255886	0.00506028059255886	0	0.480726656293091	1.47507179273091	0.00253014029627943	27.9365440813693	0.00506028059255886
"Seq Control NL12"	0	0.0163619547515409	0.00160903528869529	4.52669774313254e-05	0	0	0	0	0	0.605034305167328	0	20.6898193538962	0.306831918568823	0.155417994240806	0.330893374663455	13.659088220195	0.000440324235013801	0.0194853761943023	0.05312697078531	6.03586584925479	0.0130739261181201	0.0548388855681674	4.23898906493857	0.256877751383472	0	0.000193413449024754	31.5716673988257	0.411616740962808	0.00130451198597547	0.00717275833298183	1.23455392994524e-05	0	0	8.23035953296825e-06	0	0.00162549600776123	0.000333329561085214	0.00273659454471194	6.17276964972619e-05	2.77225257738853	2.74139284431966	0.00168310852449201	16.0440077324228	0.00613161785206135
"Seq Control NL5"	0	0.0166255472609142	0.0015363804746739	9.15459868329009e-05	0	0	0	0	0	0.399952475692053	0	23.8910785848662	0.263353922556473	0.113509063152203	0.230214275322963	22.8583085048013	0.000334341864954942	0.0112999589834176	0.0422226012314527	5.22113430652024	0.00722815269950209	0.040598655030243	2.70266838640447	0.251329556198987	7.9605205941653e-06	0.000314440563469529	25.8684002557715	0.322635919421222	0.00107069001991523	0.0062171665840431	1.99013014854132e-05	0	0	7.9605205941653e-06	0	0.0027065770020162	0.000286578741389951	0.00256726789161831	1.59210411883306e-05	2.82235879379804	2.05378247121227	0.00140503188487017	12.8608180589186	0.00589874576027649
"Seq Control NL6"	0	0.0091170652379024	0.00275632204866817	0.00127214863784685	0	0	0	0	0	0.152445811768647	0	41.4781943122234	0.187429899309435	0.827532688919373	0.820641883797703	2.38898912948989	0.000636074318923423	0.00752687944059384	0.0963652593168986	3.98065910020927	0.00265030966218093	0.0410267935705608	1.9004840525567	0.121596207300861	0	0	10.4568497783281	0.741132593932275	0.000212024772974474	0.00848099091897897	0	0	0	0	0	0.00137816102433408	0	0.000848099091897897	0	0.406663514565042	1.53325714576491	0.0037104335270533	34.8173300568438	0.0108132634216982
"Seq Control NL7"	4.53143818921192e-06	0.0176726089379265	0.00187148397214452	0.000412360875218285	0	1.81257527568477e-05	0	6.79715728381788e-05	1.81257527568477e-05	0.329612282445086	0	43.671092084307	0.194516515710111	0.656061621034102	1.14044064339353	4.29876243251046	0.000421423751596709	0.0147407684295064	0.207408457358419	7.07921212246719	0.00314028666512386	0.0445213802090072	2.35615300654806	0.290474250804863	4.53143818921192e-06	0.000267354853163503	17.2355970389589	0.877141427409374	0.00220227895995699	0.00789376532560717	1.81257527568477e-05	0	0	8.60973255950266e-05	0	0.00101051071619426	0.000403297998839861	0.00297262345212302	4.53143818921192e-06	0.837464154624634	2.37815767039488	0.00384265958445171	18.3321688292427	0.0141426185885304
"Seq Control NL8"	0	0.0138100166189532	0.00143291901760567	0.000332271076546243	0	0	0	2.07669422841402e-05	0	0.458392870426283	4.15338845682804e-06	38.208910206109	0.242724021417031	0.817100264500237	1.50303236814539	3.1624065845827	0.000294890580434791	0.0103502440344155	0.268753306875972	6.01016907322993	0.00213068827835278	0.0324462706247406	1.78559153825186	0.351492958324443	4.15338845682804e-06	0.000120448265248013	25.0538497196899	0.817727426157218	0.00156582744822417	0.00630069028900814	8.30677691365608e-06	4.15338845682804e-06	0	8.30677691365608e-06	0	0.000838984468279264	0.000236743142039198	0.00164889521736073	4.15338845682804e-06	0.799095325539887	2.13873754518212	0.00592688532789361	18.2900607711339	0.0144662519951321
"Seq Control NL9"	0	0.0160047634766461	0.0015820329582549	0.000401656036033629	0	0	0	2.45911858796099e-05	8.19706195986997e-06	0.371810533437742	0	40.5749402864529	0.251272737317854	0.814591229324038	1.55671633239185	3.37501320751608	0.000385261912113889	0.012291494408825	0.259773090570239	6.05988707891385	0.00325833212904831	0.0501537236014644	1.97409843179549	0.304070013401377	0	0.000217222141936554	21.06926902618	0.954215884217483	0.00184024040999081	0.00700438944470889	4.09853097993499e-05	0	0	4.09853097993499e-06	0	0.000991844497144266	0.000393458974073759	0.00224599497700437	0	0.812767383037967	2.22081360266365	0.00515595197275821	19.2823668983621	0.01639002538876
